baseMean	log2FoldChange	lfcSE	pvalue	padj
Pka-C1	1512.95935679331	-0.906774038636314	0.125499894997556	3.11691792790573e-13	2.70251356029592e-12
Pka-C2	0	NA	NA	NA	NA
CecB	0.16003998579869	-0.0197673122976309	1.01677738136379	0.964357662646664	NA
Cp190	698.654481732808	-0.0117042272012695	0.0896790417382492	0.861386562278795	0.907134991843369
Cf2	456.07709390527	0.898284610548045	0.154292491796871	3.60906709319326e-09	2.18672081088777e-08
salr	5.41040888003037	2.62477208194167	1.0326855833815	0.00133932357570835	0.00375109262235224
cg	586.776255813423	0.1700643698576	0.116968585929042	0.142578847660862	0.22198393890524
Col4a1	546.468044014623	0.282054888624794	0.209698404050815	0.169695793496869	0.255670064147056
ChAT	0.433853910631193	0.292128255416401	1.04569849417009	0.456470318676379	NA
chif	446.193826178987	0.190862254480176	0.198587761146076	0.322436780222658	0.431884670920045
chic	845.460894967056	-0.208505343958673	0.0933356653745391	0.025525714513945	0.0517317519093918
ck	922.869455882432	0.198249937679286	0.208207993337494	0.331842046208888	0.441991052613835
cl	427.629541803248	-0.109106086882181	0.14403573276348	0.448893326640457	0.559846622236188
eya	5.11305236783583	-0.351706358794949	0.824491717983552	0.50688869768574	0.61610959993644
clt	103.283971088004	0.398666122448949	0.224838576089305	0.0690673398678071	0.121881655222744
cn	15.0370214705999	-2.29096051644451	0.620625634093056	3.81787287714053e-05	0.00014279933771656
cni	78.1049091892476	0.464189063458242	0.21899729757376	0.0299558082961979	0.0595513637344546
cort	1.57853738410098	-0.569356931613685	1.16327592112958	0.226154934447154	0.323979299460467
cos	68.4914051996245	0.00419619255675481	0.199920541183506	0.982763954658695	0.987283012415217
Cp15	0.322661422177799	0.17565363681797	1.03570771083354	0.458881758187953	NA
Cp16	0	NA	NA	NA	NA
Cp19	0	NA	NA	NA	NA
crc	15120.3965451963	-0.297018118488573	0.0749992778528483	6.50348705840379e-05	0.000233928645184969
cta	531.536934844163	-0.444742715244936	0.0831648580499447	8.41878888110115e-08	4.40278340109306e-07
cv-2	22.8200340638918	-2.38774534873239	0.484110429138494	1.32239736507564e-07	6.766830123846e-07
CycA	38.2607094888572	-1.73382372774325	0.314906009039238	9.96433272562428e-09	5.71408642878183e-08
CycB	0.475017636335766	-0.0880990301918963	0.986271903065683	0.734378903034777	NA
Cyt-b5-r	24.2763020504789	-0.444494347427255	0.421088518324413	0.245436171068904	0.346187468894073
D	3.29721293920607	-0.701408914213655	0.923825533996347	0.220496444449813	0.317608441673873
D1	1199.78744286294	0.0261585943517765	0.0702706778725255	0.721834526660919	0.800821380322385
Dab	645.805826267994	1.0927494312836	0.22280590909027	4.84066533428897e-07	2.3222977414469e-06
Sap-r	11381.1472596263	-0.0401748499912431	0.0904009389645577	0.632629612093137	0.726159161137868
Ddc	67.3714016313553	-5.19935606811998	0.360221023871224	1.53410199989318e-47	5.37571963464873e-46
SmF	102.790145508117	0.350224324531907	0.247957555761031	0.145103111979518	0.224855117891228
Dfd	0.144610311095561	0.155854963724176	1.02852712463864	0.623127259203748	NA
Dhod	505.434385962575	1.00422541733154	0.105791494845308	1.25652303209483e-21	1.78925114907286e-20
Hr3	1.48617024014425	-0.243501002177166	0.857591283189636	0.619141360667082	0.715040896868959
dib	0.977163557400664	0.539036031599941	1.14304520008927	0.223646920177483	0.321355098456081
ect	15.8278683054748	-0.464571459123191	0.49098343745597	0.277966943671536	0.382355397915767
Dip-B	724.082174672222	-1.07944662789015	0.125807691389132	5.03570512821372e-18	5.88195112057406e-17
Dip-C	752.613246613693	-0.10608668498995	0.100490058085896	0.290369375885315	0.39661734044044
Dl	1.6843938094138	0.177013565799561	0.839306844514387	0.718910214799706	0.798625752131039
Lar	158.14249235327	0.328522849978022	0.242764980088745	0.163188243301706	0.247978297775015
Cyp6a2	39.6819305891329	-0.952134785849994	0.451191371565632	0.0189500755974758	0.0400045460419782
DNaseII	415.676372951752	1.1496957320645	0.189091979406967	5.78797230160611e-10	3.79084766420438e-09
Pka-C3	254.542413379046	-0.994915756722448	0.222670123090738	4.51709574279694e-06	1.91674084978951e-05
dpp	168.634488833432	0.024815388443125	0.207024532357247	0.901739280392792	0.935702168136844
Dr	194.819784231678	-0.265146924779143	0.180881963338118	0.135886258520769	0.213708192304432
Dsk	1.300445104012	-3.49076399089975	3.18496362841604	0.00806456493138812	0.0188049530016177
dsx	339.690736159229	0.422081949334681	0.223055779697191	0.0520111115823282	0.0956219759361759
e	3.14300845274997	-0.857075407514653	0.920999075755234	0.14410386558244	0.223671319430266
bsh	0	NA	NA	NA	NA
ea	2.18086625906608	-0.0252947501811676	0.822268725551488	0.958514814298303	0.973883838578875
E(bx)	941.247662885969	0.0216795430681212	0.150383341358187	0.885497494388949	0.923005201827768
ecd	285.401142072229	-0.263099285357843	0.121060447166169	0.0282936412462995	0.0565129624472974
ed	1229.9729427401	0.517951545224514	0.170613717801713	0.0022824474976853	0.00608973009557862
Edg78E	0.712755352754922	-0.436417233198094	0.999366153192914	0.33608872112891	NA
Edg84A	0.0482034370318538	0.117142935554191	1.01798008709335	0.878119955658136	NA
eEF1alpha2	25.9513572576469	-1.67118742031102	0.622540175613486	0.00168276288152597	0.00464454771365644
eEF2	71427.8277983146	0.51715030595553	0.0733140239363824	1.62058701174611e-12	1.3307714511142e-11
eg	0.783883818085739	-0.0237286900531758	1.01639635931471	0.96434902640766	NA
egl	726.49046528073	0.00850467226387351	0.123768759346802	0.946337685032104	0.966856236249735
Eh	0	NA	NA	NA	NA
MsrA	503.425900065914	0.527617395031991	0.163103483011598	0.00103757214293611	0.00298303086550096
Eip55E	1605.62948886341	0.228032399283568	0.132741023805825	0.0823951169025035	0.141333739888707
Eip74EF	282.040623703436	0.224093731706428	0.141604238024629	0.109470745255107	0.178745017590688
emc	237.130320112409	0.0975488359858967	0.117781861476667	0.405907273872715	0.517524968230739
ems	1.03719618086177	-0.350533341441673	1.01141379427398	0.366275040154174	0.477810157030767
en	0.675209917975851	-0.301323957824701	1.01008831281088	0.383779374826544	NA
ena	122.308046420123	-0.574011683512562	0.200767300004866	0.00346049751329696	0.00883897315791404
Eno	4789.39285485908	0.317910828504546	0.0516474185130922	7.17778090811381e-10	4.65698344925746e-09
E(Pc)	821.018353317237	0.520008154948305	0.188208445870292	0.00493375211969711	0.0121529806019361
esc	52.3107288335634	-3.90188816511324	0.396909169555996	1.09498645399297e-23	1.74555073294812e-22
E(spl)m8-HLH	0.158144151210188	-0.127630415617538	1.0268505369217	0.572519381611922	NA
eve	0	NA	NA	NA	NA
exu	6.62409449946695	0.0431603231624026	0.812577226877591	0.946573305959741	0.966856236249735
eyg	351.533721996777	0.715100678377999	0.19826702774723	0.000232755364792974	0.000757002478137627
E(z)	256.003948064912	-0.104569130051162	0.117508185653772	0.370898379047778	0.482047906650824
Fbp1	0	NA	NA	NA	NA
Fbp2	0	NA	NA	NA	NA
fj	0.682971594882906	-0.313335160773413	1.07046407438433	0.317804779077845	NA
fl(2)d	390.768390498686	0.0366010613894268	0.122587048871254	0.766470852895032	0.836226948552909
FMRFa	0.148254093627558	-0.0196256393394845	1.01679277482466	0.964357662646664	NA
for	2319.37129188924	-0.317056403074835	0.154915908126541	0.0375602814289564	0.0723975614666121
FER	294.685232790448	0.042530648158589	0.172832586342279	0.797689811404763	0.859763759875524
dup	86.8377927447894	-0.349369905110343	0.203002285976878	0.0789372287284283	0.136201199739271
ft	49.0193058647244	1.02386460170344	0.525228049231973	0.0248736258496138	0.0506125370512345
ftz	1.77022052662873	0.470629959615691	1.06710389149119	0.390940998323966	0.503021954299488
ftz-f1	266.142519567316	-0.284101069226341	0.185524068597942	0.118809324050543	0.191688117988613
fy	88.8444929509884	-1.15117721089194	0.2238737740086	1.31201274729718e-07	6.7182120743756e-07
fz	319.187761719658	0.222755541326383	0.153822808030567	0.143806498196674	0.223437803900186
fzy	0.400700068673877	-0.164491446525807	1.0060035341157	0.541653380944852	NA
Gal	62.0309273621131	-1.3897859706777	0.264882421683315	6.08968624252853e-08	3.24498767962067e-07
Gdh	357.36867160204	-0.601001332351212	0.150167484783826	5.07949217413796e-05	0.000185828248776733
gdl	63.6741055047927	-2.76412046577736	0.502087549620019	4.97679363855148e-09	2.95421848770847e-08
Galphai	210.517414876076	-0.831322147287272	0.23337521686457	0.000243388113804835	0.000787206813003813
DCTN1-p150	594.771813057174	-0.287950954753063	0.127297291626541	0.0230539165634001	0.0474173604403826
Gld	64474.6895096216	-1.31333715333131	0.0939876312133815	1.28163632996621e-44	4.14704793747364e-43
Glt	35.0299922923597	0.0995185230063874	0.346161799067177	0.761182590883729	0.83233138065572
gnu	1.43194198243851	-0.270595886275927	1.02948359231224	0.641898576506049	0.734523638630739
Galphao	188.695947385796	-0.698870069862446	0.150975715409574	2.77814440821962e-06	1.21199139874366e-05
Galphas	198.184421535555	0.381069220510846	0.198657812882529	0.0503737411637935	0.0930616928594475
Got1	1299.82222169101	0.94108914210567	0.098346074054452	6.32532137271277e-22	9.17895872482975e-21
Got2	850.108029281538	0.25070597437012	0.12595962758661	0.0427387430280569	0.0808823797872934
Gpdh1	639.461630153627	-0.10471958429275	0.102853515902292	0.31151568616379	0.419621838368372
grau	176.653583269744	0.0341353720502614	0.146969978401024	0.816545633449761	0.874508872781969
Grd	38.2685502259858	-2.50769937293934	0.41082701447036	1.51542333133387e-10	1.06697027883914e-09
grn	0.426139660325456	-0.118622468940278	1.00753633975303	0.581330975702896	NA
gro	347.085637609354	0.59822387593248	0.129221799793984	3.02730144354629e-06	1.31091117179533e-05
Gs1	52.8631983959389	-1.36118802158923	0.399209646033982	0.000234585962504851	0.000762304127729439
gsb-n	6.28171082166263	0.27502340969793	0.669914119233156	0.59052085632816	0.691776396783135
gsb	0.590872871395635	0.00417843667623431	0.951264885942858	0.986930100638485	NA
GstD1	2732.01900945834	0.494778151326229	0.147184647827671	0.000702513066824527	0.00208913154483133
h	1360.91241290548	-0.0288770950922592	0.128285785902378	0.821697646143036	0.878294756996295
H	422.654224968388	-0.0295231272411043	0.140002295851464	0.825763001020386	0.88140115942715
H2.0	0	NA	NA	NA	NA
halo	0	NA	NA	NA	NA
hay	206.859258799314	0.11887042651148	0.122181129469187	0.328070463164887	0.43821068738734
hb	32.621928216217	0.00557751104666236	0.386355966572127	0.988469444865862	0.991124453838101
her	118.253629881587	-0.262433331657383	0.169707887242202	0.116321250669934	0.188275065893572
Hex-C	22.5850764480709	-0.693846720728659	0.557673829497792	0.140386692742474	0.219199263165046
His2Av	654.129866593766	-0.341926949230105	0.123405693468079	0.00535989908157216	0.0131050394264549
hook	374.449784511732	-0.139897686846176	0.0997743724024731	0.159308590197823	0.242956782965151
Hn	5.97389548774171	-1.8660088207864	0.849066993695046	0.00525740170104728	0.0128909640057329
Hrb98DE	1212.77072209732	0.199589249863235	0.102599884477122	0.0499721815108649	0.0924771156506734
Hsc70-1	11.4810335983331	2.41437814226189	0.535804651017784	1.11776601464653e-06	5.09561916988742e-06
Hsc70-2	88.5111971965261	-2.05817052922534	0.209412500642109	1.7393413791888e-23	2.72700038089725e-22
Hsc70-5	1168.92785064653	0.0902291757182816	0.0842136268515495	0.294013236723727	0.400013714805371
Hsf	431.667283189664	-0.383450845485079	0.107376752947033	0.000325347206422793	0.00103080839901622
Hsp22	19.4021810779464	-2.56225662905076	0.493148187843773	2.58634067578559e-08	1.42304880598217e-07
Hsp23	23.6490142367173	-3.52185451763405	0.67453054030127	1.49659617922454e-08	8.41724655830135e-08
Hsp26	16.1546614083208	-1.85904444813986	0.426608451608296	3.08026602998192e-06	1.33157151176706e-05
Hsp27	29.9061324654892	-1.21774734481813	0.398228760979272	0.000930635087997444	0.00270303636712474
CG4456	16.6637980038312	4.7965327975611	0.709868994542044	2.24385401206136e-12	1.811280881923e-11
Hsp67Bc	1.15555523726554	-0.745932024925015	1.05262223812681	0.179526799553983	0.267986215902726
Hsp68	14.143343694989	-1.5846450375514	0.631577452673565	0.00299704271693885	0.0077806462340741
Hsp83	745.670837180798	-0.252983861008146	0.2399098115067	0.275175770599983	0.3798600595547
hth	0.491188859325066	0.162318924789186	0.9696050775242	0.637340549651808	NA
Ide	743.687462562215	-0.256084357797117	0.105716515360532	0.0151855944451376	0.0330863209629876
Idh	3733.46729248353	-0.128469397769181	0.0684626198327443	0.0594199826901382	0.107093991082202
ImpE1	0.669013764895334	0.192615974086703	0.97239745552269	0.595044659062597	NA
ImpE2	0.501457698641272	-0.140619790447274	1.03013793462606	0.506132773094687	NA
ImpE3	3.19522051138877	0.456530115681813	0.821057867861348	0.393794107981228	0.505737269045599
ImpL1	3.18772054794165	4.37573758782939	1.73224468987702	0.000669064774305585	0.00199904461446745
ImpL2	14.7832294632158	0.154047984198545	0.577350515650532	0.7442217890657	0.81778359596179
Ldh	311.791562315582	3.92337548727062	0.324260754967063	8.65202005681744e-35	2.22263380108243e-33
in	0.144610311095561	0.155854963724176	1.02852712463864	0.623127259203748	NA
inaD	0.215536835658683	-0.107585132833113	1.02005525466228	0.808229479194797	NA
inv	8.129092527235	-0.76800417985725	0.607817275907796	0.122829149728272	0.196837271766867
ix	111.09802003438	0.0985876209275514	0.197579396921714	0.612541858089735	0.709387239203795
janA	318.755579998928	-0.55532049802726	0.142165143510367	8.18159760571827e-05	0.000287357358863195
Jon44E	2.17766339364624	-0.273798253337557	0.973984273656588	0.467936977129171	0.579321519715112
Jra	388.002052944438	-0.605273188920204	0.118715723102075	2.71888827918708e-07	1.34599130696214e-06
kar	356.915852045089	0.881671783231052	0.200873252393759	7.07040366805961e-06	2.92669295002315e-05
kay	751.367491238721	-0.175321185367884	0.146756627904111	0.227082588230889	0.325124458841589
kel	447.453269566325	-0.177892046213848	0.239157604853118	0.435768387036588	0.546435160789283
Khc	1165.06629626005	-0.283187690229686	0.094827759728114	0.0027052040869355	0.0070956784674224
kkv	0.778061788173503	-0.492716778714594	1.11723373357961	0.185010525943633	NA
klar	582.879984210028	-0.263760320771401	0.166104106195407	0.107371945549284	0.175960403869991
kn	0.248665827037961	0.127963495425609	1.02050998435795	0.712198026713315	NA
kni	18.7298726260201	-0.331253649011287	0.423319384779411	0.388601035282325	0.500691769693852
knk	1.72038279871682	0.127874984298867	0.879136471593694	0.774736027000368	0.842306655606348
kto	500.669030473294	-0.396727708325575	0.166943422088981	0.0153233174925425	0.0333481700667697
Kr	0.319278966229852	-0.0215694982308823	1.01660632560424	0.964354036713734	NA
ifc	399.723761992218	-0.570715560647165	0.100944490020141	1.32871224988484e-08	7.50633577126619e-08
eIF4A	15461.4159425759	0.506362612051582	0.0395743647300605	1.62655437922613e-37	4.44903579123578e-36
Arpc1	175.256895320454	-0.312037621426202	0.147672520140005	0.0325095006156874	0.0637612181278532
Sos	199.509906299318	-0.0841048954224312	0.177257354662309	0.625952664070127	0.720681822716556
NimC3	0.488132750271657	0.346967197284856	1.07084701405517	0.352441653550162	NA
Pgant35A	252.491351667289	-0.359505191870673	0.144266534938312	0.0115957508902389	0.025994719861255
CIAPIN1	479.520561953467	-0.676903342124362	0.122790650908001	2.75169277138073e-08	1.50965886245159e-07
stc	1765.75412238292	0.254515678368853	0.128549353267235	0.0460935198679098	0.0863713960265121
esg	0.420287754940827	-0.168027538589231	1.02921940330243	0.601354281458888	NA
wor	0.148254093627558	-0.0196256393394845	1.01679277482466	0.964357662646664	NA
Mtr4	287.580520080351	0.215697448555666	0.126640542366499	0.085223147202472	0.145267162368885
Gli	470.714141127642	-1.10631710843006	0.121976716416458	6.02481937415289e-20	7.9398139551228e-19
ND-B17	1062.91160701141	-0.186402505161387	0.119404281801224	0.115447156648578	0.187216928802685
wek	182.050776313649	-0.639954168606409	0.148440636045799	1.27463057066418e-05	5.09852228265671e-05
Ca-alpha1D	1938.56421216317	0.484479838798979	0.120048902092348	4.67096321508274e-05	0.000172000020762659
Cyp303a1	151.908707164546	-1.70045855269724	0.281866878572506	4.35008048224394e-10	2.89396430332309e-09
crp	719.711712048437	0.940115987767774	0.179329492399072	9.70580938754213e-08	5.02745058466419e-07
mRpL4	207.836535644747	-0.145988211301061	0.169254577902373	0.375918397500487	0.487047792570063
l(2)37Bb	233.929986444372	0.222489256713896	0.136521304736907	0.099516515104682	0.165331785199039
Catsup	3661.65872114916	-0.254211423855683	0.0928799650818798	0.00591991776836594	0.0142633253202328
Lim3	0.723322386559029	-0.328199638569117	1.05701700476978	0.448585603309889	NA
l(2)37Cc	370.597976080111	0.392522445193868	0.122542535798776	0.00121750598385547	0.0034416042755528
CG10561	87.8009464176685	-0.0282768755506411	0.179541940606349	0.874411873320603	0.916096429419932
swm	704.086386581951	-0.298033574368289	0.134427626657615	0.0250124094448866	0.0508269271563116
AspRS	1192.39367334029	-0.732079756683999	0.0992587758681257	1.18819293071911e-13	1.0530325227492e-12
l(2)gl	1224.29412127551	-0.613791445458535	0.146804896955119	2.28619479255695e-05	8.78878928341915e-05
CG5504	412.661938787669	0.164998511827791	0.148091516094717	0.260824826187793	0.363005993580229
dre4	508.993851719999	-0.249142205448844	0.14958315115324	0.0925656622077453	0.155585609068898
l(3)73Ah	169.470716331433	-0.346688194976343	0.146989043048845	0.0170574186168817	0.0365674122251955
Prosbeta6	736.609200943935	-0.0857980881355185	0.110324111974135	0.412271676190917	0.524057811059133
sas	428.482455865575	0.416096994146676	0.216319148393553	0.0490201512589587	0.0909144463836883
l(3)87Df	49.7998925432055	0.589800033210936	0.268778930860174	0.0226155773868027	0.0466672592806643
dco	902.167399087949	-0.528631445225895	0.112350488356878	2.16405566891739e-06	9.60062970037797e-06
hyd	1399.86690879606	-0.253196288062429	0.17309069125781	0.136679217087134	0.214733216266646
l(3)mbn	0	NA	NA	NA	NA
l(3)mbt	396.094850802428	-0.408085415619751	0.186052905496842	0.0254991194698211	0.051691630084916
sti	1.04793712246767	-0.776366759025596	1.12526309063881	0.156716402064003	0.239869468859637
pho	385.3496521996	-0.379796759886672	0.149935984973719	0.0101589343411367	0.023107549126534
lab	1.59317647143351	-2.24227715117125	2.59014413864554	0.0201925368761053	0.0423686673305476
lace	311.141933873663	0.0808923416566958	0.131067066466962	0.534257169884858	0.640569460707105
Lam	496.115641508581	0.833393017979512	0.109816250078503	2.4452584591698e-14	2.27029857430124e-13
LanA	1350.58255006658	-0.101764443644394	0.261958913051429	0.684211392602792	0.769308687130172
lds	17.097891641099	-0.592274712112493	0.479587151469102	0.160775260032415	0.244997009476249
robo2	20.950341446756	-0.136239118360496	0.37194187687586	0.69267490584493	0.776858404726379
lin	234.154161159603	-0.112159125320645	0.156295470847581	0.467443027036518	0.579181485674708
Lsp1beta	0.393564763423746	0.240011177255741	1.02758877616866	0.591485412208208	NA
Lsp1gamma	0.636469387938498	0.213024360944167	1.0363021439134	0.483937524050767	NA
Lsp2	7.47053145117606	2.27120587197201	1.13016744291035	0.00680736531610338	0.0161406940641254
lt	826.833814817714	-0.277183797066931	0.0843786153343729	0.000952044119435245	0.00275784513683261
Rab32	252.835906943105	0.644673595761802	0.159059078136954	3.93307040723858e-05	0.000146387994990906
Mal-A2	0.738150776342087	-0.158431907068795	1.00202618277125	0.517067704668325	NA
Mal-A1	3.28504393008116	0.392702489053595	0.97129342784276	0.395335783250883	0.507107506045835
Mal-A3	0.547675085771788	-0.108694138285651	1.01777735469622	0.473045520726685	NA
sens	0.299228432621954	-0.0213781323574888	1.0166183122759	0.964354386828198	NA
Kaz-m1	0.631015285034446	0.18700280802421	0.94763932725355	0.649910062109153	NA
E(spl)m2-BFM	0.166490549579978	-0.128317718519935	1.02714348307315	0.562294555786804	NA
RpLP1	7588.71016470619	0.875189126473207	0.18794641783114	1.92867379955323e-06	8.60154578991363e-06
E(spl)m3-HLH	0.794524875707753	-0.275264144236405	1.01695162479692	0.39311599350312	NA
RpS3	7018.15845077167	-0.469838637068739	0.101648956997295	3.40205851826749e-06	1.46402110769134e-05
RpL32	401.716983336811	0.381954811974416	0.18890178962969	0.0392354107206962	0.0752638907972185
E(spl)m4-BFM	0	NA	NA	NA	NA
E(spl)m5-HLH	0.341470609731711	-0.0519702522849472	1.00030577045371	0.74974938158371	NA
E(spl)m6-BFM	0	NA	NA	NA	NA
E(spl)m7-HLH	0	NA	NA	NA	NA
Rcc1	112.873268248505	1.41361664772767	0.254798311623873	9.48032473922245e-09	5.45297952473884e-08
mam	294.284730175568	-1.06210799714283	0.231411882096682	2.36008910683612e-06	1.03794780615279e-05
Map205	484.785692985488	-1.01342036654867	0.218406269157689	1.90560618899399e-06	8.50365578703657e-06
twe	9.08513668496045	-1.41408152432581	0.550077415868774	0.00332450339991715	0.00853461304961851
mei-S332	2.34187788208601	0.346510130827597	0.736641322415619	0.513916397365064	0.622825800694167
mei-W68	12.4376152823925	-0.589370087005736	0.634488382554177	0.243510784364264	0.34385441119886
Men	2438.77384768101	-1.01421470106614	0.066643020223087	1.5234139200518e-52	6.2279781978892e-51
E(spl)malpha-BFM	1.69426706302647	0.88078036080929	1.38794676854243	0.0742627022551603	0.129575254329795
E(spl)mbeta-HLH	45.0460172634437	-1.88710629538933	0.402624896049959	6.7687795206597e-07	3.18895907528478e-06
E(spl)mdelta-HLH	0	NA	NA	NA	NA
E(spl)mgamma-HLH	1.47929358628193	0.110198397464018	0.878486883260205	0.799809856243366	0.86129710873345
mago	248.557664218761	-0.286601370088229	0.206791786691677	0.156929877858681	0.240002974906961
Mlc1	494.268030714363	0.708543485378335	0.170987050351112	2.58356079787332e-05	9.88199009407882e-05
mle	480.912503164526	0.134565757321211	0.115516643742904	0.239325989124928	0.339078595361646
msl-3	164.107116913459	0.339062261707484	0.166372496851283	0.0389409332603529	0.0747367129004855
mnd	212.501799600354	-0.873263276452555	0.144832344861318	1.03987078265647e-09	6.60582909884695e-09
mod	3483.91396171996	0.914867305418398	0.0709248061268313	3.31423854172743e-38	9.29943537686176e-37
mor	845.325246174487	0.197343592846171	0.150096072248998	0.183067936551608	0.272256716123298
Rpn8	525.993865521732	-0.459310173526955	0.134816316872758	0.000581715418257949	0.00175460691806166
Mp20	590.454657384678	0.922154915235299	0.117441501484981	2.64522090926322e-15	2.61224153169318e-14
mr	213.690115597031	-0.688373973026419	0.156718131440623	8.49709172417799e-06	3.4793691691249e-05
ms(3)K81	1.02924505238626	-0.87708867271092	1.4584897788404	0.0554217839492526	0.100795801279626
sa	0.765061619517098	0.0581377139766644	0.965359127212003	0.840679379164718	NA
Acp26Aa	107765.541969374	-0.466887192345027	0.122790402346436	0.000114206590178076	0.000391183293564904
Acp26Ab	25089.2178015142	0.0673819986305526	0.171273395052396	0.691589115520833	0.77575507219655
Acp95EF	134297.6253676	-0.157843527375494	0.235580607044685	0.488991854496584	0.598855542211632
MtnA	29427.7323537142	-4.14389472534512	0.167253103807255	1.06747131748605e-136	1.93263140432475e-134
mu2	52.0552446199603	-1.3603106315076	0.279716839988596	4.56533091955798e-07	2.19713774128601e-06
mus201	45.1891451971178	-0.199691122369858	0.319978274488307	0.509798543710493	0.619151593415523
DNApol-zeta	76.3963662327917	-1.166819496741	0.314110482139556	9.35800238819224e-05	0.000325667048786333
