baseMean	log2FoldChange	lfcSE	pvalue	padj
aub	29.9481562184858	0.0778439627602434	0.388447725794625	0.398172890764248	0.599155397530963
aurA	1.40864307904874	-0.0807951152315049	0.395221390429913	0.25150580399717	0.445216233726576
awd	1611.8424506643	1.00690940298287	0.190111924098575	1.64673726015194e-08	2.4263235900572e-07
b	8.96631109465698	-1.34362539849419	0.768794392077369	0.00409571958160554	0.0175200539245408
Dll	0.0943009029804045	-0.0010488318440761	0.389019534779412	0.799094619997085	NA
bam	1.09027479801386	-0.0020364896901794	0.38893741889696	0.711485635189945	NA
bib	0.180717149679635	-0.0169091933475899	0.389252799775751	0.728136402986855	NA
bic	7093.86191271637	0.207158748272166	0.0553546601372365	0.000152868461478291	0.00101811766362134
BicC	0.933755655496872	-0.0649744268302373	0.395690804403547	0.181679750223904	NA
BicD	1187.61327814513	-0.364034812350835	0.0876901817374097	1.92506804311528e-05	0.000156749509738751
boss	1.31714210745452	0.0536680502864831	0.385958050162774	0.505589495661409	0.690608320150327
brm	492.865576080113	-0.011545744463183	0.126662449986067	0.921511357585232	0.958826305370314
Brd	0	NA	NA	NA	NA
Bsg25A	0	NA	NA	NA	NA
Bsg25D	1023.80377648664	-0.274628090074579	0.108843133758476	0.00863837472730072	0.0331860169296095
bsk	58.7612127535451	0.0748875465368743	0.257661406743944	0.701912793106155	0.831873001769193
bur	806.273434724036	0.198692200805609	0.0953546285066041	0.0313546648368654	0.0949978543772184
by	1701.01013883212	0.781329303932655	0.153004738031669	6.27633520465879e-08	8.27851957900465e-07
c(3)G	26.663047473678	0.206399952940702	0.297102307117369	0.318817885752706	0.519939531459027
ca	340.209055226611	0.167013229249942	0.178185163712094	0.290766281567278	0.488513666723667
cact	380.040704394492	0.0846713171694707	0.136821927806431	0.506254871938676	0.691075124819229
cad	0.386335805491637	-0.000853833733796504	0.387422068359061	0.978690194635834	NA
Cam	3110.0097396514	0.273559003614165	0.0519684855320394	1.10382219575361e-07	1.39404483429699e-06
capu	242.504733042945	-0.848143366519733	0.285717655791299	0.000419950585156436	0.00245748860943396
Cat	642.892125142178	0.214660627145076	0.0975519710032178	0.0228864917994804	0.07382931716027
Pka-C1	1512.95935679331	-0.463448225813415	0.128741993639349	0.000147939409857036	0.000989050057089172
Pka-C2	0	NA	NA	NA	NA
CecB	0.16003998579869	-0.0015316350902813	0.388979187559983	0.799094944267935	NA
Cp190	698.654481732808	0.122896176610883	0.0914454861697407	0.165531980192726	0.335858055986662
Cf2	456.07709390527	-0.201316528398689	0.148351849648987	0.140575241027657	0.299286622669548
salr	5.41040888003037	-0.140269660423142	0.385678357852187	0.34894462843858	0.54918367453162
cg	586.776255813423	-0.134208261952937	0.116842486440545	0.226557842284322	0.416535525941381
Col4a1	546.468044014623	0.536149369407192	0.213709734610076	0.00383693989650495	0.0165850498669649
ChAT	0.433853910631193	-0.00491543265219575	0.38598526445321	0.941960677664118	NA
chif	446.193826178987	0.174713285133983	0.186093927462879	0.29694614747272	0.494976900366425
chic	845.460894967056	-0.0365874276011208	0.0947709495154641	0.684073909572516	0.820274792544663
ck	922.869455882432	-0.258916730248343	0.1989284734825	0.131072286124976	0.284519963976635
cl	427.629541803248	0.208597788536084	0.142494508069159	0.118024520337486	0.263053515457616
eya	5.11305236783583	2.73607553729356	1.29207198663854	0.00151544087586812	0.00745769645075986
clt	103.283971088004	0.0538913649082271	0.202054324019207	0.7563168206369	0.867975868596631
cn	15.0370214705999	1.51578721723109	0.747859945983418	0.00211511552567299	0.00991593932679775
cni	78.1049091892476	0.355634898989607	0.214342007933257	0.0501454549210474	0.137358962834267
cort	1.57853738410098	0.101517179147795	0.405104423884823	0.0988519941948215	0.229829339039056
cos	68.4914051996245	0.0272420345578047	0.192551088606281	0.870091419245351	0.933578800652504
Cp15	0.322661422177799	-0.0183280510830307	0.389470092953029	0.599077251464906	NA
Cp16	0	NA	NA	NA	NA
Cp19	0	NA	NA	NA	NA
crc	15120.3965451963	-0.691362418016869	0.0759259685483977	2.02886214045009e-20	1.46275051019246e-18
cta	531.536934844163	-0.0740640179884568	0.0906602311042753	0.399483440086478	0.600519033619875
cv-2	22.8200340638918	1.95929203036204	0.529407608088585	1.24310770488046e-05	0.000107415464427865
CycA	38.2607094888572	-1.07310691341688	0.542357573504145	0.00517639266870854	0.0212963390348087
CycB	0.475017636335766	-0.0183304346258178	0.38860525225712	0.937173405548381	NA
Cyt-b5-r	24.2763020504789	0.365598100589083	0.399535740764064	0.11722892069909	0.262053571677134
D	3.29721293920607	0.272512491855358	0.510437191255542	0.0459155827423062	0.127847438111873
D1	1199.78744286294	-0.0149920192140674	0.0726251099895806	0.843298760768525	0.91823117264913
Dab	645.805826267994	-0.0163662480027287	0.19386436736405	0.933090711536074	0.964522776150736
Sap-r	11381.1472596263	0.309361054419292	0.0900233521449555	0.000363122515817498	0.0021641635653778
Ddc	67.3714016313553	0.257519453040724	0.38111139916846	0.212385629751705	0.401112839912553
SmF	102.790145508117	-0.0604915912426651	0.218788038719462	0.738149344220168	0.856885576079251
Dfd	0.144610311095561	-0.0159958752108215	0.389148035699601	0.780901849705913	NA
Dhod	505.434385962575	-0.118445129274347	0.103346515155901	0.233150812363306	0.424251940041977
Hr3	1.48617024014425	0.0836714329423213	0.389413309262871	0.385705151650755	0.585376345015023
dib	0.977163557400664	0.0254510294567996	0.383883660812902	0.72660618346189	NA
ect	15.8278683054748	-0.690315495913932	0.764041757226202	0.0298517854220317	0.0914896238316166
Dip-B	724.082174672222	0.491165174035944	0.129202363636101	5.55743725742721e-05	0.000408609198749054
Dip-C	752.613246613693	0.014481557919028	0.101071137363162	0.880333265038166	0.939950370405956
Dl	1.6843938094138	-0.03091055520918	0.378610926577248	0.739116815804636	0.85739994219805
Lar	158.14249235327	0.146800671104065	0.217788849672663	0.419192483100745	0.61899450775624
Cyp6a2	39.6819305891329	0.329640692903389	0.395494944191622	0.145109577041409	0.305610810864863
DNaseII	415.676372951752	-3.39052818394438	0.212393816691648	1.53977932550002e-58	1.0394910246512e-55
Pka-C3	254.542413379046	0.295043110402823	0.216322030448868	0.10535513918622	0.241545928865967
dpp	168.634488833432	-0.348371769889722	0.211401482254887	0.0526709757181659	0.14295857663856
Dr	194.819784231678	0.129469420197322	0.174754891570914	0.416598780609942	0.61663594674296
Dsk	1.300445104012	0.0596074513785907	0.392936337645514	0.302859590343839	0.502128894372259
dsx	339.690736159229	-0.294025367112105	0.214780184872061	0.102043762457934	0.23570046034607
e	3.14300845274997	0.00137773479195788	0.370990550153682	0.99194811782229	0.996171916163533
bsh	0	NA	NA	NA	NA
ea	2.18086625906608	-0.069430786975591	0.388113337778853	0.412479355913256	0.612736886779724
E(bx)	941.247662885969	0.01371307914144	0.14314737791139	0.928556367215525	0.961056334520692
ecd	285.401142072229	0.116133636426911	0.125065683432422	0.325845941653784	0.527059891683947
ed	1229.9729427401	0.136743026370931	0.15984847774952	0.338660261462867	0.538866745580297
Edg78E	0.712755352754922	0.00740529263159785	0.383987683569065	0.863687223288558	NA
Edg84A	0.0482034370318538	-0.0112271708246412	0.388775960739824	0.954944751352843	NA
eEF1alpha2	25.9513572576469	2.11281294665972	0.672464355141437	7.77769520820294e-05	0.00055322954613137
eEF2	71427.8277983146	-0.0834652635959029	0.0722802396660236	0.225090847480186	0.414770380493266
eg	0.783883818085739	-0.0019409984521867	0.388954556798887	0.799103313624318	NA
egl	726.49046528073	0.496697905118379	0.12573975185679	3.142204698944e-05	0.000244847975806486
Eh	0	NA	NA	NA	NA
MsrA	503.425900065914	1.51306045608766	0.162216547620697	9.56681775342822e-22	8.26083588801836e-20
Eip55E	1605.62948886341	-0.282629693666549	0.131567740102305	0.0219952556881618	0.071294966713352
Eip74EF	282.040623703436	0.253656538535692	0.141169661743584	0.0530888265289509	0.143882345183938
emc	237.130320112409	-0.123344249155208	0.122466893051629	0.277570046827517	0.474065125975424
ems	1.03719618086177	0.0699579862245422	0.393908700152784	0.235522194099178	NA
en	0.675209917975851	-0.0349857466829922	0.389236843079878	0.790797969654177	NA
ena	122.308046420123	0.903063183237127	0.212880152476838	3.20655772427024e-06	3.08045247871032e-05
Eno	4789.39285485908	0.155594126389442	0.0519149910540786	0.00281140551036426	0.0126992076155505
E(Pc)	821.018353317237	0.167568961179824	0.175525020591055	0.287198483729126	0.485140970009508
esc	52.3107288335634	0.652098484681451	0.502643574293886	0.0257770075908278	0.0814900205915228
E(spl)m8-HLH	0.158144151210188	-0.00109919267400524	0.389015199362069	0.799095992361783	NA
eve	0	NA	NA	NA	NA
exu	6.62409449946695	-0.210985567806519	0.470936677504193	0.0210973107990417	0.0688653318653556
eyg	351.533721996777	-1.06500204345206	0.209646284491347	4.34141110684921e-08	5.84045631874316e-07
E(z)	256.003948064912	0.13277461943612	0.120956744996818	0.247696717854888	0.440468349327203
Fbp1	0	NA	NA	NA	NA
Fbp2	0	NA	NA	NA	NA
fj	0.682971594882906	0.0333810882779402	0.389838705576893	0.501437663640403	NA
fl(2)d	390.768390498686	-0.214338658088747	0.125524651714937	0.068482204248475	0.175216069442359
FMRFa	0.148254093627558	0.0198193433925886	0.389339423204528	0.650869132845548	NA
for	2319.37129188924	0.544448887285448	0.156969673403367	0.000175975417097946	0.00114330135377896
FER	294.685232790448	-0.185448836238626	0.169063542507695	0.215863442297071	0.4047492840622
dup	86.8377927447894	0.208031688823524	0.200562676358443	0.228947670328285	0.418450750641852
ft	49.0193058647244	-0.261680713614855	0.386107864345542	0.209437655441964	0.397494262880109
ftz	1.77022052662873	0.272897533322867	0.521523350015446	0.0315252019735877	0.0954294905783172
ftz-f1	266.142519567316	0.107443974207904	0.175745567645507	0.493918111350468	0.681247380179899
fy	88.8444929509884	0.0198720421777463	0.211969739538387	0.912015046616941	0.954434421896221
fz	319.187761719658	-0.0481417712173015	0.148169210361732	0.731617784560624	0.853037159388789
fzy	0.400700068673877	-0.0168448430298395	0.388565537878992	0.938298244216727	NA
Gal	62.0309273621131	1.89367433423731	0.277301753108574	6.03396350602472e-13	1.92309927020341e-11
Gdh	357.36867160204	0.288864695450397	0.152504916526819	0.0373212859586245	0.109070393360388
gdl	63.6741055047927	0.143207102146823	0.340705240633773	0.436068953777913	0.63319422379715
Galphai	210.517414876076	0.0303342289805061	0.207746978869171	0.864206690964343	0.930626288732774
DCTN1-p150	594.771813057174	-0.382266690324799	0.132319517176329	0.00208211005266021	0.00979211478850837
Gld	64474.6895096216	0.225070347517672	0.0932612234985331	0.0104156864172079	0.0387703695910705
Glt	35.0299922923597	0.149587173798314	0.28752249466983	0.459141043326565	0.653862346294878
gnu	1.43194198243851	0.0484402366142931	0.39117981096597	0.385870938112498	0.585508293098367
Galphao	188.695947385796	-0.0558952575091731	0.154577110153161	0.692695743498279	0.825879756221121
Galphas	198.184421535555	0.0329265972897206	0.182090094520246	0.844384204991898	0.919008809360961
Got1	1299.82222169101	-0.0753412730105671	0.0959508740210382	0.410287542981291	0.610580219274362
Got2	850.108029281538	-0.238219153424763	0.125426892868999	0.0437667152758576	0.123477307093465
Gpdh1	639.461630153627	0.0843771586359544	0.103565374110065	0.38921745200076	0.589220185326883
grau	176.653583269744	0.123012587640703	0.146764684153376	0.364706763763825	0.563410116020421
Grd	38.2685502259858	0.979639194166101	0.485393816354273	0.00379871707069493	0.016429396020373
grn	0.426139660325456	0.0104963028622698	0.387787460712189	0.765275263542852	NA
gro	347.085637609354	0.132782270920761	0.125577177386635	0.26418186095462	0.458367873703039
Gs1	52.8631983959389	0.732222486511951	0.445548144603185	0.0130575646059726	0.0466385082620518
gsb-n	6.28171082166263	-0.0177089124644788	0.357564030919851	0.898875504298748	0.948699473411385
gsb	0.590872871395635	-0.0444595366055351	0.391020351701945	0.503940946136792	NA
GstD1	2732.01900945834	-0.501005327211005	0.148575586372626	0.000264006429777002	0.0016310413872912
h	1360.91241290548	0.64925724381641	0.130361510015295	1.61758570948574e-07	1.98220981495727e-06
H	422.654224968388	-0.0473848859067437	0.136823683480655	0.711968802096085	0.838686599677273
H2.0	0	NA	NA	NA	NA
halo	0	NA	NA	NA	NA
hay	206.859258799314	0.0444269656853783	0.124938415227637	0.708485250668494	0.836174741173591
hb	32.621928216217	-0.0279187032049797	0.291568643923348	0.884436158413986	0.941930029467359
her	118.253629881587	-0.330211252210099	0.184951283920385	0.0433004028183415	0.122354943428084
Hex-C	22.5850764480709	0.328109445013166	0.45422050060013	0.126782564343683	0.276989503623475
His2Av	654.129866593766	-0.105324505085532	0.123174994800782	0.36576244877879	0.564805977257495
hook	374.449784511732	0.114598600663638	0.103356762583243	0.245329142201128	0.438004357465909
Hn	5.97389548774171	0.216670084865095	0.433383556320762	0.165187333200671	0.335433726100131
Hrb98DE	1212.77072209732	0.110013863793967	0.101360213256301	0.26735200344715	0.461980670715699
Hsc70-1	11.4810335983331	-0.732726701576727	0.547439600126353	0.0200489623976737	0.0662697563649993
Hsc70-2	88.5111971965261	-1.41075839832049	0.32894147046988	1.90908341619871e-06	1.92098285212624e-05
Hsc70-5	1168.92785064653	0.00684621787052718	0.0849648332938721	0.953486578901704	0.975535406046849
Hsf	431.667283189664	0.208371284218977	0.110941911329649	0.0516541074923866	0.140971481895797
Hsp22	19.4021810779464	-0.334649781832871	0.461087756633699	0.126777561255504	0.276989503623475
Hsp23	23.6490142367173	-0.722631781316886	1.49319926014138	0.0274462875061798	0.0856370298407106
Hsp26	16.1546614083208	-0.0764213120521464	0.318110353192156	0.684676873767402	0.820274792544663
Hsp27	29.9061324654892	0.51325546225817	0.416512988593076	0.0475142189507043	0.131313952336409
CG4456	16.6637980038312	-2.43028335036922	0.622998340420367	5.1907793555831e-06	4.82437140107136e-05
Hsp67Bc	1.15555523726554	-0.0292722830373232	0.382799680732219	0.726837576262843	NA
Hsp68	14.143343694989	-0.406971724132421	0.583715835776403	0.0662348069316468	0.170962695959127
Hsp83	745.670837180798	-0.778103875531083	0.255805425845357	0.000392857435322991	0.00232273830788896
hth	0.491188859325066	0.017068098238838	0.385164231408264	0.786485379842033	NA
Ide	743.687462562215	-0.260868366252342	0.109062148288858	0.0114657185611904	0.0419017844662401
Idh	3733.46729248353	-0.657803675034506	0.0707102094760152	4.00667768368817e-21	3.19931058914713e-19
ImpE1	0.669013764895334	-0.0457520741715883	0.390409596683919	0.610988261286686	NA
ImpE2	0.501457698641272	0.0213893023778853	0.389556532740739	0.516952223890892	NA
ImpE3	3.19522051138877	0.112192766887898	0.387495362061517	0.37685118681417	0.576046812254961
ImpL1	3.18772054794165	-0.272468696391865	0.519748623018017	0.0317558026941284	0.0959392151369395
ImpL2	14.7832294632158	1.05571699312559	0.848237068388869	0.00989641331175831	0.0371540774788257
Ldh	311.791562315582	-0.840690298878309	0.324086142694186	0.00124465722117696	0.00629613209408683
in	0.144610311095561	-0.0159958752108215	0.389148035699601	0.780901849705913	NA
inaD	0.215536835658683	-0.0021654542245562	0.388940593915134	0.799096748385116	NA
inv	8.129092527235	0.149011265491916	0.373834875011502	0.379610801186878	0.57789868995772
ix	111.09802003438	-0.0856419566203298	0.189849537206743	0.606016928306153	0.762242836992123
janA	318.755579998928	0.310407876494692	0.146710089430565	0.0219461349456092	0.0711668114000409
Jon44E	2.17766339364624	-0.0297745311318158	0.385767033991022	0.620502481038504	0.774038539256162
Jra	388.002052944438	0.209609848044566	0.122422864511474	0.0700826173290477	0.178352815724986
kar	356.915852045089	0.468574024597829	0.197716695158762	0.00695910204816898	0.0275764630788169
kay	751.367491238721	0.544450883625349	0.149658978041967	9.29011040760644e-05	0.000649607908539411
kel	447.453269566325	0.468453392685684	0.243242061531217	0.0199738732079847	0.0660989226570831
Khc	1165.06629626005	0.101382889958303	0.0952541791070655	0.273707262163528	0.469591125821898
kkv	0.778061788173503	0.0221490108119867	0.386678832202125	0.639774825075797	NA
klar	582.879984210028	0.400563612174939	0.167335471516017	0.00823631087615878	0.0318556482116433
kn	0.248665827037961	0.00272844970993719	0.387680367096648	0.952945369468437	NA
kni	18.7298726260201	-0.252559608536366	0.376195845584777	0.229863983558283	0.419918804896386
knk	1.72038279871682	0.000100942519599007	0.380182183959201	0.995922321203831	0.998081697716105
kto	500.669030473294	0.00437403094040726	0.158137443385752	0.97958171332436	0.989172396402869
Kr	0.319278966229852	0.0225828640394988	0.389691526980893	0.514498287000071	NA
ifc	399.723761992218	0.015098391546845	0.107367057279569	0.896607924596632	0.948058856868776
eIF4A	15461.4159425759	-0.0756312242751975	0.0396925214031575	0.0553455243740335	0.14864226546169
Arpc1	175.256895320454	0.151492631432725	0.150681320496417	0.274836038835386	0.470803327425969
Sos	199.509906299318	0.36816497423575	0.179531591438007	0.0216032979876886	0.0703006533113828
NimC3	0.488132750271657	-0.0406477512378398	0.390420194906922	0.564474182214634	NA
Pgant35A	252.491351667289	-0.0352854888523134	0.144209503163717	0.78967866761293	0.889586435936532
CIAPIN1	479.520561953467	-0.0208471090078887	0.123880276893672	0.862215413235928	0.929695318526209
stc	1765.75412238292	-0.687537465401372	0.132048346719322	4.55907376961082e-08	6.10012284921261e-07
esg	0.420287754940827	-0.00213726348362034	0.38891432945282	0.764084516687122	NA
wor	0.148254093627558	0.0198193433925886	0.389339423204528	0.650869132845548	NA
Mtr4	287.580520080351	0.076280840946977	0.126266743226453	0.533615578539274	0.712346235842014
Gli	470.714141127642	0.304921568465177	0.127065581234132	0.0102505582908176	0.0382900633136879
ND-B17	1062.91160701141	-0.115826522399836	0.117866627211083	0.300530056625095	0.499523996729571
wek	182.050776313649	-0.00876727913356216	0.153791945526878	0.954737186413728	0.975626578548003
Ca-alpha1D	1938.56421216317	0.377258816550524	0.119356282399693	0.00087914628380482	0.00469004332150473
Cyp303a1	151.908707164546	1.40922455346533	0.296091467866687	1.56438568527448e-07	1.92975549814756e-06
crp	719.711712048437	0.263629546910291	0.17052361418692	0.0850929549951042	0.206233774084087
mRpL4	207.836535644747	0.0897307393133183	0.16408905945486	0.549506321586761	0.722177106115205
l(2)37Bb	233.929986444372	0.0688249698248209	0.135033613812139	0.587325355787658	0.74836617914879
Catsup	3661.65872114916	-0.617243164830091	0.0949620118100419	2.45350782318903e-11	5.80246786465023e-10
Lim3	0.723322386559029	0.0566363616381506	0.393286424508784	0.277340482315895	NA
l(2)37Cc	370.597976080111	-0.102516075695636	0.121989317266355	0.373641196780877	0.572803370622377
CG10561	87.8009464176685	-0.600877879355433	0.211347038496265	0.00121889839611141	0.00618697162646842
swm	704.086386581951	-0.241406818644751	0.134780925146338	0.0551770533771428	0.148350759731594
AspRS	1192.39367334029	0.00424887810597741	0.0998427947627414	0.965646190613361	0.981775549218896
l(2)gl	1224.29412127551	-0.0621155650088495	0.140559862125771	0.632994411499705	0.783175024957816
CG5504	412.661938787669	-0.0504290741343768	0.143137492755259	0.692790926131064	0.825879756221121
dre4	508.993851719999	0.204443240305267	0.147301415202409	0.131754576709507	0.285333766883873
l(3)73Ah	169.470716331433	-0.34306396059919	0.163960272198584	0.0210230381228566	0.0687740445375918
Prosbeta6	736.609200943935	-0.0815553586446619	0.110301430761641	0.432034466400249	0.629906021898829
sas	428.482455865575	-0.319312210712442	0.210918607540368	0.0730210791118155	0.183628355395984
l(3)87Df	49.7998925432055	-0.00475025972671889	0.229108371863853	0.977861915461869	0.987973140710182
dco	902.167399087949	-0.0216783578778363	0.111849840701947	0.839317975038756	0.915853976039624
hyd	1399.86690879606	0.19214155600079	0.165018836652704	0.195131103508685	0.378698407531605
l(3)mbn	0	NA	NA	NA	NA
l(3)mbt	396.094850802428	-0.602916105172712	0.197302171929123	0.000584645148343363	0.00328161365955995
sti	1.04793712246767	0.0299249512462024	0.382682842412414	0.710758907469681	NA
pho	385.3496521996	-0.156357519489178	0.149456360024617	0.240608334093266	0.432733710093628
lab	1.59317647143351	-0.00295435130171452	0.388862268947526	0.528649528679481	0.709251738485245
lace	311.141933873663	0.156495269733042	0.130626065528662	0.203301257962051	0.389905770048087
Lam	496.115641508581	-0.105472758115432	0.107700198065047	0.319574811265417	0.520658742531152
LanA	1350.58255006658	0.313027242752065	0.249310259839958	0.117161939679898	0.26198270522822
lds	17.097891641099	-0.54827037296092	0.608325859121068	0.0467966233441143	0.129668554087087
robo2	20.950341446756	-0.0205200645386143	0.291265460129796	0.912037302817751	0.954434421896221
lin	234.154161159603	-0.194334040439934	0.157612421555384	0.175987504299626	0.350370832956842
Lsp1beta	0.393564763423746	0.0042708108687204	0.386202250600029	0.910535219196716	NA
Lsp1gamma	0.636469387938498	0.0130332364775692	0.387126546181486	0.804569343186442	NA
Lsp2	7.47053145117606	0.195363712234834	0.407851355385568	0.237416603693974	0.428446099400109
lt	826.833814817714	0.0016237766902786	0.0873094415348601	0.986672132267627	0.992687610651592
Rab32	252.835906943105	0.183865214121277	0.15218544203155	0.187453547919298	0.367387185761074
Mal-A2	0.738150776342087	-0.0270709838991054	0.389366419297676	0.721471481371835	NA
Mal-A1	3.28504393008116	-0.0687311589373693	0.390743445211541	0.357575446477225	0.557613453494304
Mal-A3	0.547675085771788	-0.0117311483155886	0.388805741924332	0.954952763914244	NA
sens	0.299228432621954	-0.00172613654476185	0.388969428320496	0.799098118851981	NA
Kaz-m1	0.631015285034446	-0.03784610236421	0.387186550156777	0.527707883916364	NA
E(spl)m2-BFM	0.166490549579978	-0.00111228726930298	0.389014984924235	0.799096124115741	NA
RpLP1	7588.71016470619	1.1609413171798	0.191372272090035	1.47314572179732e-10	3.13455018053493e-09
E(spl)m3-HLH	0.794524875707753	0.00442695038006539	0.385981190250398	0.878309090828989	NA
RpS3	7018.15845077167	0.0358721878570625	0.0991890948695655	0.715595381510156	0.841554267016626
RpL32	401.716983336811	0.932165385419513	0.192962076046693	1.97241088350458e-07	2.38164605217967e-06
E(spl)m4-BFM	0	NA	NA	NA	NA
E(spl)m5-HLH	0.341470609731711	-0.0144245361215254	0.388988861296582	0.895025988442614	NA
E(spl)m6-BFM	0	NA	NA	NA	NA
E(spl)m7-HLH	0	NA	NA	NA	NA
Rcc1	112.873268248505	0.559261175167359	0.242876366544368	0.00605944158653209	0.0245217510744345
mam	294.284730175568	0.0677788633904713	0.205658382918874	0.699026552031145	0.830024172590867
Map205	484.785692985488	0.255048748700607	0.206182223697173	0.147673506201246	0.308995056931657
twe	9.08513668496045	-0.0620200997883606	0.347283375258496	0.709380274731434	0.837067514267924
mei-S332	2.34187788208601	-0.191833832735782	0.431696739575665	0.150807707741024	0.313972610516428
mei-W68	12.4376152823925	0.136813226380907	0.372407618995631	0.408570823665202	0.609665838749213
Men	2438.77384768101	0.46729475211514	0.0691423960009487	6.2506763480348e-12	1.65776866287523e-10
E(spl)malpha-BFM	1.69426706302647	-0.0040686647109443	0.379990284232703	0.941660900300045	0.969602585361638
E(spl)mbeta-HLH	45.0460172634437	1.89809283424327	0.430650055766466	6.84219099758622e-07	7.6291456979092e-06
E(spl)mdelta-HLH	0	NA	NA	NA	NA
E(spl)mgamma-HLH	1.47929358628193	0.175409874858806	0.432935463639017	0.0987321603094076	0.229622618997075
mago	248.557664218761	-0.387751893243329	0.212767911818032	0.0352214740723331	0.104039246802365
Mlc1	494.268030714363	-0.113994337864267	0.160217523437966	0.431421754723702	0.629541747018709
mle	480.912503164526	0.138387894483274	0.115513031521324	0.209192423816022	0.397494262880109
msl-3	164.107116913459	0.148443047157439	0.160272222399637	0.308887822409683	0.508828963889597
mnd	212.501799600354	-0.26522947892902	0.15780572324787	0.0657934439007781	0.169941605011192
mod	3483.91396171996	-0.167265296620702	0.0704034996454984	0.0156004432984022	0.0541501411122489
mor	845.325246174487	-0.163310776548469	0.145300782867474	0.22399855258264	0.413976845072813
Rpn8	525.993865521732	-0.252608882746341	0.137317426442235	0.0486543934474049	0.133817602126085
Mp20	590.454657384678	-0.378075220992644	0.118568866434687	0.000797596897372355	0.0043138780479877
mr	213.690115597031	0.23136305843831	0.160050028925177	0.113971250480215	0.256236907679708
ms(3)K81	1.02924505238626	0.0251259009321783	0.386454901923697	0.610493076975147	NA
sa	0.765061619517098	0.00585873521069578	0.385876850834776	0.875878320261789	NA
Acp26Aa	107765.541969374	-0.399747121486849	0.122265060057082	0.0004606331611092	0.00266199366100928
Acp26Ab	25089.2178015142	0.474175062434125	0.171936120108546	0.00262235529219106	0.0119758991474443
Acp95EF	134297.6253676	0.849918019366921	0.247884242823092	9.19670972163631e-05	0.000644290248989351
MtnA	29427.7323537142	2.93736017152507	0.167741769531855	6.86427711250164e-70	5.09741218374372e-67
mu2	52.0552446199603	0.650090139371123	0.314595125787575	0.00768769448021609	0.0299836235347083
mus201	45.1891451971178	0.150128989968018	0.273474586920437	0.453280655844121	0.649442822747143
DNApol-zeta	76.3963662327917	-0.110760820645381	0.265565389237887	0.572752478504071	0.739183160474667
mus301	10.2760449386308	-0.333455832392608	0.436695543561416	0.131345323036674	0.284952180529047
mus304	54.5309409903242	0.0534990046865942	0.218634600654302	0.768302466366753	0.875554706124304
DNApol-theta	17.5986524070066	-2.72534575704455	0.541061038082312	3.34348328821837e-08	4.58940977787608e-07
Blm	45.5398301299533	0.814938486567007	0.260798165287976	0.000280704059975896	0.00171847349495549
Atpalpha	2715.22985212565	0.0102093548322615	0.108539885843113	0.922903226009337	0.959467920529937
