baseMean	log2FoldChange	lfcSE	pvalue	padj
Dip-B	724.082174672222	-0.995303844396838	0.130949958578715	4.82300976818196e-15	1.57086274291751e-13
Dip-C	752.613246613693	-0.189959557952568	0.103168857758492	0.0578072296293505	0.137192869040446
Dl	1.6843938094138	0.00169674141142046	0.417838451799792	0.988628779431785	0.993987234677806
Lar	158.14249235327	0.115286218776687	0.224760514114301	0.55067075406997	0.703691587957347
Cyp6a2	39.6819305891329	0.895798462312865	0.479823827259959	0.00735796339235838	0.0256647422036887
DNaseII	415.676372951752	-1.55499355926056	0.207144862636543	5.2797734406147e-15	1.7046781552176e-13
Pka-C3	254.542413379046	0.146562499933322	0.202453729425752	0.413961940233714	0.58078242361148
dpp	168.634488833432	-0.450058672364561	0.218542250989779	0.0180335190114021	0.0543714625167161
Dr	194.819784231678	0.045471177783987	0.17422212394392	0.777327896071304	0.86284558389021
Dsk	1.300445104012	-0.0770880914081445	0.427906742200783	0.477196840455178	0.638613036082204
dsx	339.690736159229	-0.437583239432821	0.227939969268035	0.0254934332964096	0.0719044882325339
e	3.14300845274997	-0.352964555625703	0.622815160652462	0.0434590251574026	0.109547427297648
bsh	0	NA	NA	NA	NA
ea	2.18086625906608	0.15292874185361	0.450563270106959	0.239445183663202	0.397700723301933
E(bx)	941.247662885969	0.0545804922604248	0.145394265683499	0.691329317881526	0.80245646021596
ecd	285.401142072229	0.343777402439019	0.124041618618237	0.0037596416114309	0.0145867808811316
ed	1229.9729427401	0.284827130592731	0.166909582179084	0.0652553126739052	0.150564251220177
Edg78E	0.712755352754922	-0.0641119585193119	0.430765175537097	0.465235171769098	NA
Edg84A	0.0482034370318538	-0.00144532793760851	0.433209525309399	0.831834693966507	NA
eEF1alpha2	25.9513572576469	0.104433286790188	0.35839132546757	0.623143724005599	0.757389696246694
eEF2	71427.8277983146	0.575130583961703	0.0734782361139525	2.46418342984197e-15	8.43273094470343e-14
eg	0.783883818085739	0.0306628643224583	0.434525167888274	0.374702300507389	NA
egl	726.49046528073	0.203407819107255	0.123910151169123	0.0865966338772142	0.188361629517338
Eh	0	NA	NA	NA	NA
MsrA	503.425900065914	0.352940409310558	0.166217185856546	0.0207086773815154	0.0607131983724513
Eip55E	1605.62948886341	-0.19417170160407	0.131087615968772	0.117813190356462	0.236902451011938
Eip74EF	282.040623703436	0.438126602691415	0.147077900112109	0.00149397618179153	0.00663532722845927
emc	237.130320112409	-0.183690509503218	0.127343058338301	0.131418887363173	0.255558933103617
ems	1.03719618086177	0.00360039963259293	0.425220467717424	0.966885965810063	NA
en	0.675209917975851	-0.04891189336111	0.432197820827958	0.45846566140732	NA
ena	122.308046420123	-0.177780103000552	0.196251210786481	0.308186636542872	0.474444344012108
Eno	4789.39285485908	-0.11048966173696	0.0531675231909968	0.0360586234904523	0.0944277932058434
E(Pc)	821.018353317237	0.334889127843325	0.18522953149806	0.0455245012529875	0.11348269429496
esc	52.3107288335634	-0.351762655949342	0.29657906761083	0.123104532747623	0.244824386765893
E(spl)m8-HLH	0.158144151210188	-0.0198456399197687	0.433404675349077	0.76162455269523	NA
eve	0	NA	NA	NA	NA
exu	6.62409449946695	-0.231471315687899	0.514465644233207	0.0452221484724578	0.112880562876125
eyg	351.533721996777	-0.512722607399788	0.206594016047993	0.00536282699277336	0.0196179080041059
E(z)	256.003948064912	-0.174367109810469	0.125173758326868	0.144675226014165	0.274755632843691
Fbp1	0	NA	NA	NA	NA
Fbp2	0	NA	NA	NA	NA
fj	0.682971594882906	0.00140359497844316	0.428963620355451	0.996510067880675	NA
fl(2)d	390.768390498686	-0.269328420936203	0.128186620817762	0.0273134318958417	0.0759376807407415
FMRFa	0.148254093627558	-0.00205080330444277	0.433146530453464	0.83183651593064	NA
for	2319.37129188924	0.346613701818349	0.15305496227437	0.0157153446905145	0.0484040438290173
FER	294.685232790448	0.0797762656793133	0.167432229421713	0.60669579153106	0.744804587189561
dup	86.8377927447894	-0.450751673309192	0.22194763567024	0.0197763955963506	0.0584399179062872
ft	49.0193058647244	-0.239397960358257	0.39503094622567	0.292054265111303	0.455916538304927
ftz	1.77022052662873	0.202271494118029	0.49271570274392	0.0471659606213141	0.116907350992616
ftz-f1	266.142519567316	-0.0844787505926635	0.177598510869853	0.602448880301061	0.741523609006099
fy	88.8444929509884	-0.452867481280281	0.226615696028262	0.0208426743831547	0.0610562919011072
fz	319.187761719658	0.00401670259338856	0.152353658498882	0.979567464273361	0.989794528069821
fzy	0.400700068673877	-0.0122483178177415	0.430350048580707	0.80610426015126	NA
Gal	62.0309273621131	0.600012325721258	0.243911214655177	0.00432436120872434	0.0164343430583352
Gdh	357.36867160204	0.35961345305239	0.149059528911348	0.0102270574302552	0.0341484390634332
gdl	63.6741055047927	0.325887470361471	0.37988427275424	0.184171827474054	0.32971552334193
Galphai	210.517414876076	-0.345212210591893	0.226821624062344	0.0744812215436827	0.167749169732482
DCTN1-p150	594.771813057174	-0.411685123794679	0.131076279003943	0.000960321608592115	0.0044976470416052
Gld	64474.6895096216	-0.137535870719298	0.0926576485241157	0.1278417127806	0.251085046048329
Glt	35.0299922923597	0.754216802427379	0.386729119512337	0.0090627309339845	0.0307024817133982
gnu	1.43194198243851	0.119010114242255	0.453176672662148	0.0892540971564234	0.193067557670725
Galphao	188.695947385796	-0.256138299568487	0.152982432450689	0.0730199004231531	0.1653188355312
Galphas	198.184421535555	0.129748377065143	0.192036249626652	0.451285213913036	0.616515933170432
Got1	1299.82222169101	0.427376874644683	0.101156562198366	1.30326751100093e-05	9.66839614055235e-05
Got2	850.108029281538	-0.243079511537373	0.127413870383275	0.0450893405395979	0.112624770550641
Gpdh1	639.461630153627	-0.307069814956259	0.107623570781851	0.00309325478959823	0.0124030831898253
grau	176.653583269744	-0.00961714198746434	0.150771331026989	0.942906077535993	0.972502851636428
Grd	38.2685502259858	-0.364767136734832	0.34137743859092	0.133774673330818	0.259092664752775
grn	0.426139660325456	-0.0297897016890092	0.434020802788365	0.630986602965149	NA
gro	347.085637609354	0.183974270653664	0.133978263372107	0.147584748747745	0.279226584509747
Gs1	52.8631983959389	0.0515989623349045	0.293465787361219	0.814503423604415	0.88655314999443
gsb-n	6.28171082166263	0.276907001440277	0.488996131589955	0.161973353184053	0.299953646071016
gsb	0.590872871395635	-0.0212289340304521	0.429562480420699	0.734452863821848	NA
GstD1	2732.01900945834	0.0761209553661917	0.141461857408404	0.551703225526319	0.704548263587007
h	1360.91241290548	0.83023084989798	0.130414748259485	3.9605063587027e-11	7.40824186894867e-10
H	422.654224968388	-0.31673417079629	0.144293770743058	0.0193903886779617	0.0576664102212831
H2.0	0	NA	NA	NA	NA
halo	0	NA	NA	NA	NA
hay	206.859258799314	0.112061817384196	0.129159276361375	0.363066849725792	0.531991796776584
hb	32.621928216217	-0.0693747593129309	0.312715724863151	0.748992048312694	0.842729537995465
her	118.253629881587	-0.350821494549434	0.181487300811304	0.0328956921422818	0.0877770067727576
Hex-C	22.5850764480709	-0.112408269247463	0.367506651369904	0.586296454799819	0.730142121976095
His2Av	654.129866593766	-0.0478995791547559	0.122006518982095	0.682772463339704	0.797462773318754
hook	374.449784511732	-0.41913943942114	0.110214997507783	8.52125955845337e-05	0.000526008923367205
Hn	5.97389548774171	-0.183453324589551	0.42149055519088	0.341478863512741	0.509493003906467
Hrb98DE	1212.77072209732	-0.0125186969360589	0.103085354660912	0.901618298253448	0.944613076020048
Hsc70-1	11.4810335983331	-0.228609632787853	0.437972392616466	0.273571103903909	0.435298696719612
Hsc70-2	88.5111971965261	-0.939627526215918	0.214523995860516	1.87579010223554e-06	1.6484754200238e-05
Hsc70-5	1168.92785064653	0.19344432863648	0.0859754724379349	0.0227371106248367	0.0654694778984246
Hsf	431.667283189664	-0.205554640082853	0.111163127761722	0.0551647565997609	0.132254720560337
Hsp22	19.4021810779464	-2.98954753088512	0.59625377429645	3.81678531461736e-08	4.51328785769881e-07
Hsp23	23.6490142367173	-2.23832722727661	0.716975538805707	8.57691061917103e-05	0.000528127182901858
Hsp26	16.1546614083208	-2.61665810784927	0.568436307473817	3.71677810737881e-07	3.76032618874592e-06
Hsp27	29.9061324654892	-1.72867083739318	0.488627971263632	2.94779483780659e-05	0.000201940262597341
CG4456	16.6637980038312	-0.121875060313788	0.425086134982613	0.434414542310725	0.601409841759777
Hsp67Bc	1.15555523726554	-0.164644874027712	0.463751850007553	0.134774683444112	NA
Hsp68	14.143343694989	-1.91467646539521	0.773888038994167	0.00066271003689103	0.00325481794573597
Hsp83	745.670837180798	-0.486438521953171	0.242872673309707	0.0180504897573284	0.0544005425884418
hth	0.491188859325066	-0.0307410298343331	0.432490652123211	0.979645286605299	NA
Ide	743.687462562215	-0.420301411208563	0.109917684783188	7.08349302615672e-05	0.000443524613931196
Idh	3733.46729248353	-0.385741096328838	0.0697306997674441	1.9676614475508e-08	2.48924257402253e-07
ImpE1	0.669013764895334	0.0700557017497212	0.436475458751119	0.313025565284579	NA
ImpE2	0.501457698641272	-0.0228153381978024	0.433678134096349	0.692790076159866	NA
ImpE3	3.19522051138877	-0.117289065938612	0.438562911974723	0.305060084418168	0.47067861767906
ImpL1	3.18772054794165	0.093433865634666	0.437621949554767	0.302796893176568	0.468061975172605
ImpL2	14.7832294632158	0.247782232599268	0.438202267941251	0.244261228424807	0.403085307173914
Ldh	311.791562315582	-0.456126917476356	0.345732635166208	0.0701263488238961	0.159938042495778
in	0.144610311095561	-0.00153626585221116	0.433196290425783	0.831837731969535	NA
inaD	0.215536835658683	0.00959884947791661	0.431779293720996	0.831827406097524	NA
inv	8.129092527235	0.0475494900907052	0.365664036726937	0.814230455064326	0.88655314999443
ix	111.09802003438	0.543112099176686	0.207080869442521	0.00328381751504521	0.0130474204744386
janA	318.755579998928	0.504827442240601	0.142987797195044	0.000183600032909193	0.00104476156657753
Jon44E	2.17766339364624	-0.112734317196213	0.453411864608234	0.0563471040686139	0.134458096019771
Jra	388.002052944438	-0.256092769490827	0.121466752170072	0.0274283880974023	0.0761432560789943
kar	356.915852045089	1.56435888672062	0.206274544490052	2.82818975864962e-15	9.63400786593214e-14
kay	751.367491238721	0.304458804272437	0.145814555589202	0.0261383582410026	0.0733850466153818
kel	447.453269566325	1.1311496898163	0.250306865907608	7.89549984713221e-07	7.47856911540864e-06
Khc	1165.06629626005	-0.119336858363183	0.095551650394815	0.199928759208836	0.349545082490937
kkv	0.778061788173503	-0.0585878468296699	0.433312142749078	0.418707088634918	NA
klar	582.879984210028	0.348039680305366	0.164858845635385	0.0226051709255526	0.065190679337147
kn	0.248665827037961	-0.00290731558117034	0.433081631032393	0.825279030523683	NA
kni	18.7298726260201	0.265785704646229	0.362124940047687	0.260455013709613	0.421622782408714
knk	1.72038279871682	0.154374629891714	0.459308301120051	0.165747944582369	0.305117559858372
kto	500.669030473294	-0.17214236016717	0.162026193517474	0.244462851190957	0.403137144014843
Kr	0.319278966229852	-0.00227420506143285	0.433129755782538	0.831840064571473	NA
ifc	399.723761992218	0.0288893843377231	0.1022061937326	0.775319168833234	0.861388412291382
eIF4A	15461.4159425759	0.55433216814643	0.0400297836544178	4.75200327811155e-44	9.80232676201567e-42
Arpc1	175.256895320454	0.0942061582525037	0.148075450778432	0.500737107571652	0.662711417007145
Sos	199.509906299318	0.00113490798889477	0.1729187260739	0.997260894071674	0.997932812205397
NimC3	0.488132750271657	0.0628220652655508	0.437788691436868	0.334267602954332	NA
Pgant35A	252.491351667289	-0.294428116322291	0.149038593328109	0.0346133410359017	0.0914728364884718
CIAPIN1	479.520561953467	-0.373603936850169	0.125714732471671	0.00185085582742958	0.00796230824949548
stc	1765.75412238292	-0.128683424452248	0.12615845833127	0.286444601833438	0.450473869804132
esg	0.420287754940827	0.0142830427045047	0.4311411094554	0.806236082935547	NA
wor	0.148254093627558	-0.00205080330444277	0.433146530453464	0.83183651593064	NA
Mtr4	287.580520080351	0.403972754835082	0.132503631197995	0.00136010740602941	0.00611759999828856
Gli	470.714141127642	-0.340896826725215	0.12245681003588	0.00363935151369258	0.0142102015973693
ND-B17	1062.91160701141	-0.269225365359697	0.120186118346597	0.01925645785293	0.0573369911851878
wek	182.050776313649	0.305192800653171	0.147343341873889	0.0318399048417483	0.0855438253816291
Ca-alpha1D	1938.56421216317	-0.18330398650806	0.119508649814285	0.11154536671269	0.227940531978106
Cyp303a1	151.908707164546	-0.106713514256621	0.237123554011534	0.590069872750464	0.733242783642059
crp	719.711712048437	0.278670431140915	0.175750284786543	0.0821774345306166	0.181244321005156
mRpL4	207.836535644747	0.128029454334269	0.166299711582221	0.422648770903076	0.590182356661573
l(2)37Bb	233.929986444372	0.136968867260042	0.140816467139846	0.306672197955861	0.472773041731415
Catsup	3661.65872114916	-0.348809066113675	0.093349167804305	0.000114202293361386	0.000681725265676571
Lim3	0.723322386559029	0.0259382012559304	0.429245091220095	0.708586643406098	NA
l(2)37Cc	370.597976080111	0.297476659961428	0.12715514204135	0.0138985243851798	0.0438447077673513
CG10561	87.8009464176685	-0.394759665726418	0.199416227002872	0.0261887118577377	0.073443117165997
swm	704.086386581951	-0.60600687122723	0.139777407544056	5.12237546351099e-06	4.11674893853166e-05
AspRS	1192.39367334029	-0.341137541067816	0.100309835238065	0.000435751843769453	0.00227181737506923
l(2)gl	1224.29412127551	-0.171933189562274	0.142340594449101	0.198955927541919	0.348536616637483
CG5504	412.661938787669	0.0812722383639915	0.14619656162463	0.556244557140707	0.707854640668136
dre4	508.993851719999	0.345573932164335	0.14941390522692	0.013528420947679	0.0428592380364608
l(3)73Ah	169.470716331433	0.174606023465668	0.147305940124587	0.205172809803795	0.356234109329666
Prosbeta6	736.609200943935	-0.129376908411564	0.111438272825208	0.230852974505539	0.388205205769505
sas	428.482455865575	0.194600674952901	0.204362821992836	0.280747484344915	0.444526827024592
l(3)87Df	49.7998925432055	0.547659975766567	0.290467485481956	0.0195703390699735	0.0580391343649476
dco	902.167399087949	-0.329314625401588	0.113767939471343	0.00267815967885422	0.010945522165752
hyd	1399.86690879606	0.0471962592265685	0.163596545025902	0.758616454497768	0.849824376391677
l(3)mbn	0	NA	NA	NA	NA
l(3)mbt	396.094850802428	-0.77282276880949	0.195904418741284	1.75826715731911e-05	0.000126397791967586
sti	1.04793712246767	-0.191716184548823	0.486432713903435	0.0579026902147222	NA
pho	385.3496521996	-0.0600065050968462	0.146322960676954	0.649874124061661	0.774121971504701
lab	1.59317647143351	0.136407472019953	0.43909371214234	0.330794941649258	0.498474682769357
lace	311.141933873663	-0.0702321678543181	0.134308325369335	0.58328031459223	0.727606184472014
Lam	496.115641508581	0.180323887465552	0.115289967442777	0.0995777736857328	0.209955862404955
LanA	1350.58255006658	0.483493382734982	0.264184805389579	0.0274005604413088	0.0761229187568872
lds	17.097891641099	-0.401203303674488	0.457572948360191	0.120208645558414	0.240454774430753
robo2	20.950341446756	0.0814680333612344	0.307439479312632	0.710736435180226	0.814369505886183
lin	234.154161159603	-0.323456926920603	0.162761287026765	0.0314609676148792	0.0847710977895837
Lsp1beta	0.393564763423746	0.0435245023182809	0.434338184006957	0.521320120182478	NA
Lsp1gamma	0.636469387938498	-0.00351846724769728	0.433037049050844	0.786239687649474	NA
Lsp2	7.47053145117606	2.28347137637529	1.34314904483791	0.00401805779199822	0.0154601539706626
lt	826.833814817714	0.0526948834147014	0.0860921054239682	0.542949169143491	0.699457098313754
Rab32	252.835906943105	0.811681668005058	0.167396668608789	2.62978006947962e-07	2.7236745879994e-06
Mal-A2	0.738150776342087	-0.0466792681256598	0.436240030150103	0.322972286890296	NA
Mal-A1	3.28504393008116	-0.0945457834659068	0.440688691494992	0.251120271590904	0.410802911955386
Mal-A3	0.547675085771788	-0.0238176635722764	0.4340307531517	0.511173086630957	NA
sens	0.299228432621954	0.0275545596007076	0.434043526390774	0.556219339020067	NA
Kaz-m1	0.631015285034446	-0.0614621474677149	0.43581050125016	0.557454115835053	NA
E(spl)m2-BFM	0.166490549579978	-0.0203580817268755	0.433452690682347	0.750290429119372	NA
RpLP1	7588.71016470619	1.99806862236029	0.190368480955466	5.61839780542006e-27	5.15089161766042e-25
E(spl)m3-HLH	0.794524875707753	-0.0416959180291516	0.432031823851267	0.500774046609073	NA
RpS3	7018.15845077167	-0.241675196762184	0.100638979103889	0.0133474081045181	0.0423761661325999
RpL32	401.716983336811	1.49937951856474	0.19395579002006	1.01186350442732e-15	3.62999921926439e-14
E(spl)m4-BFM	0	NA	NA	NA	NA
E(spl)m5-HLH	0.341470609731711	-0.0220946494383397	0.433719798403673	0.654422392202424	NA
E(spl)m6-BFM	0	NA	NA	NA	NA
E(spl)m7-HLH	0	NA	NA	NA	NA
Rcc1	112.873268248505	0.356508804040275	0.261247189480759	0.100872341398413	0.212203792964756
mam	294.284730175568	-0.449594013491815	0.228885788094621	0.0224362306658378	0.0647890889259642
Map205	484.785692985488	-0.422055834094533	0.214793100167279	0.0245834610017485	0.0698911601432381
twe	9.08513668496045	-0.115806841908668	0.350940331149344	0.588413632602179	0.732367422645819
mei-S332	2.34187788208601	-0.249768376642842	0.510650065909996	0.086128728532132	0.187618638333708
mei-W68	12.4376152823925	-0.0494091822991986	0.377185781586873	0.791058984901581	0.871912808069856
Men	2438.77384768101	0.0889429406844112	0.066180244948126	0.174672157661631	0.317338893310087
E(spl)malpha-BFM	1.69426706302647	-0.0355773950671232	0.432401516833528	0.976233859752644	0.987941215933924
E(spl)mbeta-HLH	45.0460172634437	0.672886654829787	0.367332690042857	0.0143940592184148	0.045139477937478
E(spl)mdelta-HLH	0	NA	NA	NA	NA
E(spl)mgamma-HLH	1.47929358628193	0.00154863087963902	0.424155014150675	0.934066902017477	0.966742970645545
mago	248.557664218761	-0.0953610552183163	0.194163930072926	0.592904240506109	0.73439278186298
Mlc1	494.268030714363	0.450335349501768	0.173460790243029	0.00465474992175329	0.0174753149236299
mle	480.912503164526	0.499231108288815	0.11933013920993	1.30137552031243e-05	9.66401461384011e-05
msl-3	164.107116913459	-0.552790763289369	0.190721835434853	0.00142917994021574	0.00638189430910527
mnd	212.501799600354	-0.32808555101212	0.147323156688514	0.017494554942169	0.0529399205381203
mod	3483.91396171996	0.479083251841628	0.0724182637613237	1.94853317960539e-11	3.76817900826813e-10
mor	845.325246174487	-0.0133706905239592	0.145531277372883	0.911909266588302	0.952170727458483
Rpn8	525.993865521732	-0.394243445664277	0.137851129700328	0.00243755371235496	0.010084275135347
Mp20	590.454657384678	0.610287418134856	0.122489671342943	2.34826277469549e-07	2.43890900208234e-06
mr	213.690115597031	-0.090837327252956	0.152965741786622	0.524463926010927	0.685015942216679
ms(3)K81	1.02924505238626	-0.135048622513877	0.460395796953729	0.0746807462387047	NA
sa	0.765061619517098	0.0539518292180519	0.434213152813639	0.36390481999936	NA
Acp26Aa	107765.541969374	-0.344713251737826	0.12152498523396	0.00288221315115147	0.0116830321290671
Acp26Ab	25089.2178015142	0.433127633209513	0.170764850534865	0.00583182986097988	0.0210712493584981
Acp95EF	134297.6253676	1.53664504070832	0.24527691482374	2.27911500680046e-11	4.37330957118869e-10
MtnA	29427.7323537142	1.61349985900998	0.167137192770911	3.46994796120723e-23	2.36402142751604e-21
mu2	52.0552446199603	-0.0743161167653128	0.236090012426799	0.706162186206366	0.810898023776421
mus201	45.1891451971178	-0.15003556492357	0.285519868628402	0.490071221477468	0.651614841663685
DNApol-zeta	76.3963662327917	-0.114762220406959	0.260946168918492	0.580859165871815	0.725974859534746
mus301	10.2760449386308	0.00346967340858273	0.392671169555806	0.979563328469818	0.989794528069821
mus304	54.5309409903242	0.0933075007472908	0.232460783891034	0.635389170357319	0.764484766538149
DNApol-theta	17.5986524070066	-0.341875255123594	0.571880955988753	0.0772792091776752	0.172749972111203
Blm	45.5398301299533	0.0263556172329142	0.243483165823369	0.896958936100445	0.941452000937325
